"arna0440-dos-code_text" "arna0440-source_text" "blac0350-code_text" "dove0550-code_text" "jame0551-code_text" "long0500-code_text" "muno0370-code_text" "olss0551-code_text" "oska0551-code_text" "supn0350-code_text" "vane0560-code_text" "wood0350-code_text" "wood043b-code_text"
"long" 0 0 0 0 0 0 0 0 0 0 0.0826881154626776 0.0586983637831095 0.268751526997312
"verbs" 0 0 0 0 0 0 0 0 0 0 0.105239419679771 0.11005943209333 0.0244319569997557
"mirror" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0.0751710140569796 0.0586983637831095 0.122159784998778
"throw" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0.120273622491167 0.0586983637831095 0.0244319569997557
"trvs" 0 0.156362761606928 0 0 0 0 0 0 0 0 0.0300684056227919 0.0807102502017756 0.0244319569997557
"unless" 0 0 0 0 0 0 0 0 0 0 0.0826881154626776 0.11005943209333 0.073295870999267
"been" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.102722136620442 0.219887612997801
"closing" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0.0733729547288869 0.195455655998045
"contains" 0 0 0 0 0 0 0 0 0 0 0.112756521085469 0.095384841147553 0
"stuff" 0 0 0 0 0 0 0 0 0.209205020920502 0 0.0676539126512817 0.0880475456746643 0.146591741998534
"when" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.095384841147553 0.17102369899829
"atab" 0 0.156362761606928 0 0 0 0 0 0 0 0 0.0150342028113959 0.0807102502017756 0.0244319569997557
"carry" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0.0601368112455837 0.0880475456746643 0.0488639139995114
"current" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0526197098398857 0.0880475456746643 0.146591741998534
"exit" 0 0 0 0 0 1.02040816326531 0 0 0.836820083682008 0 0.0676539126512817 0.0440237728373322 0.0977278279990227
"gaveup" 0 0.10825114265095 0 0 0 0 0 0 0 0 0.0676539126512817 0.0660356592559982 0
"next" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0.0751710140569796 0.0807102502017756 0.0244319569997557
"panic" 0 0.0962232379119557 0 0 0 0 0 0 0 0 0.0601368112455837 0.0513610683102209 0.0977278279990227
"pyram" 0 0.0962232379119557 0 0 0 0 0 0 0 0 0.0451026084341878 0.0513610683102209 0.146591741998534
"room" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0751710140569796 0.0733729547288869 0.146591741998534
"soon" 0 0 0 0 0 2.29591836734694 0 0 1.88284518828452 0 0 0.0660356592559982 0
"database" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0451026084341878 0.102722136620442 0.0977278279990227
"find" 0 0.0481116189559779 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0451026084341878 0.0807102502017756 0.073295870999267
"fissur" 0 0.0962232379119557 0 0 0 0 0 0 0 0 0.0676539126512817 0.0513610683102209 0.0488639139995114
"objx" 0 0 0 0 0 0 0 0 0 0 0.195444636548147 0 0
"ptext" 0 0.120279047389945 0 0 0 0 0 0 0 0 0.0225513042170939 0.0880475456746643 0.0244319569997557
"says" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.0807102502017756 0.17102369899829
"wkday" 0 0 0 0 0 1.02040816326531 0 0 0.836820083682008 0 0.0300684056227919 0.102722136620442 0
"wkend" 0 0 0 0 0 1.02040816326531 0 0 0.836820083682008 0 0.0300684056227919 0.102722136620442 0
"zero" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0.0733729547288869 0.146591741998534
"dstroy" 0 0.132306952128939 0 0 0 0 0 0 0 0 0 0.0880475456746643 0.0488639139995114
"hname" 0 0.0120279047389945 0 0 0 0.510204081632653 0 0 0.418410041841004 0 0.0225513042170939 0.124734023039108 0
"juggle" 0 0.10825114265095 0 0 0 0 0 0 0 0 0.0451026084341878 0.0586983637831095 0.0488639139995114
"killed" 0 0 0 0 0 0 0 0 0 0 0.0826881154626776 0.0660356592559982 0.122159784998778
"liqloc" 0 0.10825114265095 0 0 0 0 0 0 0 0 0.0451026084341878 0.0660356592559982 0.0244319569997557
"lmwarn" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0.0526197098398857 0.0440237728373322 0.122159784998778
"off" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0751710140569796 0.0733729547288869 0.073295870999267
"prime" 0 0 0 0 0 1.53061224489796 0 0 1.25523012552301 0 0 0.095384841147553 0
"safe" 0 0 0 0 0 0 0 0 0 0 0.172893332331053 0.00733729547288869 0.0244319569997557
"short" 0 0.0120279047389945 0 0 0 0.76530612244898 0 0 0.627615062761506 0 0.0225513042170939 0.11005943209333 0
"things" 0 0 0 0 0 0 0 0 0.209205020920502 0 0.0526197098398857 0.0880475456746643 0.122159784998778
"any" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0.0807102502017756 0.0977278279990227
"dead" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0.0586983637831095 0.146591741998534
"have" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0660356592559982 0.195455655998045
"holid" 0 0 0 0 0 1.02040816326531 0 0 0.836820083682008 0 0 0.117396727566219 0
"magic" 0 0 0 0 0 0.510204081632653 0 0 0.627615062761506 0 0 0.139408613984885 0
"messag" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0.0526197098398857 0.0513610683102209 0.073295870999267
"points" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0977223182740735 0.0660356592559982 0
"prep" 0 0 0 0 0 0 0 0 0 0 0.180410433736751 0 0
"rug" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0.0526197098398857 0.0586983637831095 0.073295870999267
"say" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0.0300684056227919 0.0807102502017756 0.073295870999267
"scorng" 0 0.0962232379119557 0 0 0 0 0 0 0 0 0.0601368112455837 0.0586983637831095 0
"they" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.0733729547288869 0.146591741998534
"use" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0601368112455837 0.0880475456746643 0.073295870999267
"action" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0.0807102502017756 0.073295870999267
"basilisk" 0 0 0 0 0 0 0 0 0 0 0.172893332331053 0 0
"chasm" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0.0375855070284898 0.0513610683102209 0.0977278279990227
"dog" 0 0 0 0 0 0 0 0 0 0 0.172893332331053 0 0
"emrald" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0.0300684056227919 0.0440237728373322 0.146591741998534
"function" 0 0.0962232379119557 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0 0.095384841147553 0
"given" 0 0 0 0 0 0 0 0 0.209205020920502 0 0.0601368112455837 0.0880475456746643 0.0488639139995114
"hntmax" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0.0451026084341878 0.0586983637831095 0.0488639139995114
"ltext" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0.0526197098398857 0.0586983637831095 0.0488639139995114
"remove" 0 0 0 0 0 0 0 0 0 0 0.150342028113959 0.0146745909457774 0.0244319569997557
"what" 0 0.0240558094779889 0 0 0 0.255102040816327 0 0 0.627615062761506 0 0.0451026084341878 0.0660356592559982 0.0488639139995114
"let" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0451026084341878 0.0660356592559982 0.122159784998778
"maxdie" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0.0451026084341878 0.0586983637831095 0.0977278279990227
"phone" 0 0 0 0 0 0 0 0 0 0 0.165376230925355 0 0
"random" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0.0807102502017756 0.122159784998778
"sect" 0 0.120279047389945 0 0 0 0 0 0 0 0 0.0225513042170939 0.0586983637831095 0.0244319569997557
"treasures" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0660356592559982 0.146591741998534
"dwfmax" 0 0 0 0 0 0 0 0 0 0 0.157859129519657 0 0
"hbegin" 0 0 0 0 0 0.510204081632653 0 0 0.418410041841004 0 0 0.124734023039108 0
"hours" 0 0.0120279047389945 0 0 0 0.76530612244898 0 0 0.627615062761506 0 0 0.102722136620442 0
"its" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.0807102502017756 0.0488639139995114
"leave" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0.0586983637831095 0.0977278279990227
"maxtrs" 0 0.132306952128939 0 0 0 0 0 0 0 0 0 0.0513610683102209 0.073295870999267
"may" 0 0.0120279047389945 0 0 0 0.76530612244898 0 0 0.627615062761506 0 0.0150342028113959 0.0733729547288869 0.0488639139995114
"null" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0.0150342028113959 0.0880475456746643 0
"other" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0.0733729547288869 0.0488639139995114
"pillow" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0.0526197098398857 0.0366864773644435 0.073295870999267
"some" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0.0660356592559982 0.0488639139995114
"take" 0 0 0 0 0 0 0 0 0 0 0.0977223182740735 0.0440237728373322 0.0488639139995114
"tdoor" 0 0 0 0 0 0 0 0 0 0 0.157859129519657 0 0
"was" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0375855070284898 0.0513610683102209 0.17102369899829
"way" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0586983637831095 0.146591741998534
"will" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0451026084341878 0.0880475456746643 0.0488639139995114
"check" 0 0 0 0 0 0.510204081632653 0 0 0.418410041841004 0 0.0300684056227919 0.0586983637831095 0.0977278279990227
"clsses" 0 0.0962232379119557 0 0 0 0 0 0 0 0 0.0225513042170939 0.0586983637831095 0.0244319569997557
"description" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0807102502017756 0.0488639139995114
"give" 0 0.0120279047389945 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0300684056227919 0.0733729547288869 0.073295870999267
"kh" 0 0.240558094779889 0 0 0 0 0 0 0 0 0 0 0
"latncy" 0 0 0 0 0 1.02040816326531 0 0 0.836820083682008 0 0 0.0880475456746643 0
"numbers" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0.0880475456746643 0.0488639139995114
"open" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.105239419679771 0.0366864773644435 0
"p" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.142824926708261 0 0
"wine" 0 0 0 0 0 0 0 0 0 0 0.150342028113959 0 0
"yea" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0.0451026084341878 0.0513610683102209 0
"abbnum" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0.0601368112455837 0.0293491818915548 0.0488639139995114
"adventure" 0 0.0360837142169834 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0676539126512817 0.0146745909457774 0.073295870999267
"being" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0.0733729547288869 0.073295870999267
"chalic" 0 0.228530190040895 0 0 0 0 0 0 0 0 0 0 0
"destroy" 0 0 0 0 0 0 0 0 0 0 0.127790723896865 0.00733729547288869 0.0244319569997557
"dkill" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0.0451026084341878 0.0366864773644435 0.0244319569997557
"filnam" 0 0 0 0 0 0 0 0 0 0 0.142824926708261 0 0
"health" 0 0 0 0 0 0 0 0 0 0 0.142824926708261 0 0
"hend" 0 0 0 0 0 0.510204081632653 0 0 0.418410041841004 0 0 0.11005943209333 0
"just" 0 0.0120279047389945 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0375855070284898 0.0513610683102209 0.0977278279990227
"locations" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0.0586983637831095 0.0244319569997557
"might" 0 0 0 0 0 0 0 0 0.209205020920502 0 0.0601368112455837 0.0513610683102209 0.073295870999267
"note" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0150342028113959 0.0586983637831095 0.17102369899829
"ob" 0 0 0 0 0 0 0 0 0 0 0.142824926708261 0 0
"steps" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0.0300684056227919 0.0440237728373322 0.0977278279990227
"tabndx" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0.0225513042170939 0.0660356592559982 0.0244319569997557
"tide" 0 0.228530190040895 0 0 0 0 0 0 0 0 0 0 0
"till" 0 0 0 0 0 0 0 0 0 0 0 0.132071318511996 0.0244319569997557
"value" 0 0.0240558094779889 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0451026084341878 0.0586983637831095 0.0244319569997557
"yet" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0807102502017756 0.0977278279990227
"before" 0 0.0120279047389945 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0300684056227919 0.0586983637831095 0.073295870999267
"boat" 0 0 0 0 0 0 0 0 0 0 0.135307825302563 0 0
"cval" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0.0451026084341878 0.0366864773644435 0.0244319569997557
"descriptions" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.0586983637831095 0.0488639139995114
"dobj" 0 0.2165022853019 0 0 0 0 0 0 0 0 0 0 0
"found" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0.0660356592559982 0.073295870999267
"g" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0.0733729547288869 0.0488639139995114
"knife" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0601368112455837 0.0440237728373322 0.0488639139995114
"last" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0225513042170939 0.0660356592559982 0.122159784998778
"loop" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0.317615440996824
"msg" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.00751710140569796 0.11005943209333 0
"rtxsiz" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0.0300684056227919 0.0513610683102209 0.0244319569997557
"stext" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0.0451026084341878 0.0440237728373322 0.0488639139995114
"won" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0.0440237728373322 0.146591741998534
"cloak" 0 0 0 0 0 0 0 0 0 0 0.127790723896865 0 0
"ctext" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0.0451026084341878 0.0440237728373322 0.0244319569997557
"dwarfn" 0 0 0 0 0 0 0 0 0 0 0.127790723896865 0 0
"e" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0.0440237728373322 0.0488639139995114
"except" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0375855070284898 0.0586983637831095 0.073295870999267
"game" 0 0.0120279047389945 0 0 0 1.02040816326531 0 0 1.04602510460251 0 0.00751710140569796 0.0440237728373322 0
"ibl" 0 0.204474380562906 0 0 0 0 0 0 0 0 0 0 0
"inside" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0.0293491818915548 0.073295870999267
"iobx" 0 0 0 0 0 0 0 0 0 0 0.127790723896865 0 0
"locsiz" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0.0300684056227919 0.0513610683102209 0.0244319569997557
"print" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.095384841147553 0.0488639139995114
"restarting" 0 0 0 0 0 1.27551020408163 0 0 1.04602510460251 0 0 0.0513610683102209 0
"skey" 0 0 0 0 0 0 0 0 0 0 0.127790723896865 0 0
"tabsiz" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0.0150342028113959 0.0513610683102209 0.0244319569997557
"two" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0660356592559982 0.0244319569997557
"actspk" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0.0375855070284898 0.0366864773644435 0.0244319569997557
"assume" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0.0440237728373322 0.0244319569997557
"bitset" 0 0.0962232379119557 0 0 0 0 0 0 0 0 0 0.0586983637831095 0
"code" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0.0300684056227919 0.0513610683102209 0.0244319569997557
"coins" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0.0375855070284898 0.0366864773644435 0.0488639139995114
"cycle" 0 0 0 0 0 0 0 0 0 0 0.120273622491167 0 0
"day" 0 0 0 0 0 0 0 0 0 0 0 0.117396727566219 0
"delay" 0 0 0 0 0 1.27551020408163 0 0 1.04602510460251 0 0 0.0440237728373322 0
"got" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0.0586983637831095 0.0488639139995114
"ib" 0 0.192446475823911 0 0 0 0 0 0 0 0 0 0 0
"iwest" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0.00751710140569796 0.0366864773644435 0.0977278279990227
"list" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0586983637831095 0.0244319569997557
"more" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0526197098398857 0.0440237728373322 0.0488639139995114
"mtext" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0.00751710140569796 0.0807102502017756 0
"now" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0225513042170939 0.0586983637831095 0.0977278279990227
"objs" 0 0 0 0 0 0 0 0 0 0 0.120273622491167 0 0
"once" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0440237728373322 0.146591741998534
"outside" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.0293491818915548 0.0977278279990227
"re" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0375855070284898 0.0440237728373322 0.073295870999267
"same" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0660356592559982 0
"spider" 0 0.192446475823911 0 0 0 0 0 0 0 0 0 0 0
"unlock" 0 0 0 0 0 0 0 0 0 0 0.0902052168683756 0.0220118864186661 0.0244319569997557
"wzdark" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0 0.0440237728373322 0.122159784998778
"yesm" 0 0 0 0 0 0.510204081632653 0 0 0.418410041841004 0 0 0.0880475456746643 0
"above" 0 0 0 0 0 0 0 0 1.04602510460251 0 0.00751710140569796 0.0586983637831095 0.0244319569997557
"close" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.0293491818915548 0.073295870999267
"enclsd" 0 0 0 0 0 0 0 0 0 0 0.112756521085469 0 0
"feed" 0 0 0 0 0 0 0 0 0 0 0.0902052168683756 0.0220118864186661 0
"foo" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0601368112455837 0.0366864773644435 0
"gets" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0366864773644435 0.073295870999267
"intransitive" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0660356592559982 0.0244319569997557
"many" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0880475456746643 0.0244319569997557
"present" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.0513610683102209 0
"r" 0 0.10825114265095 0 0 0 0 0 0 0 0 0 0.0440237728373322 0
"second" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0880475456746643 0.0244319569997557
"various" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0513610683102209 0.073295870999267
"ve" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0586983637831095 0.073295870999267
"vocabulary" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0807102502017756 0
"bridge" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0366864773644435 0.122159784998778
"carried" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0366864773644435 0.0488639139995114
"carrying" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0513610683102209 0.073295870999267
"chars" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0 0.0586983637831095 0
"chase" 0 0 0 0 0 0 0 0 0 0 0.0902052168683756 0.00733729547288869 0.0244319569997557
"done" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0225513042170939 0.0513610683102209 0.073295870999267
"dummy" 0 0.0360837142169834 0 0 0 0.255102040816327 0 0 0.418410041841004 0 0.00751710140569796 0.0513610683102209 0
"elseif" 0 0 0 0 0 0 0 0 0 0 0.105239419679771 0 0
"ibclr" 0 0 0 0 0 0 0 0 0 0 0.105239419679771 0 0
"istart" 0 0.168390666345923 0 0 0 0 0 0 0 0 0 0 0
"liquid" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0.0366864773644435 0
"new" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0733729547288869 0.0488639139995114
"orct" 0 0.168390666345923 0 0 0 0 0 0 0 0 0 0 0
"primtm" 0 0 0 0 0 1.27551020408163 0 0 1.04602510460251 0 0 0.0293491818915548 0
"text" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0375855070284898 0.0440237728373322 0.0244319569997557
"these" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0586983637831095 0.073295870999267
"trying" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0.0293491818915548 0
"want" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0451026084341878 0.0293491818915548 0.0488639139995114
"yesx" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0 0.0660356592559982 0
"currently" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.0366864773644435 0
"getin" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0 0.0660356592559982 0.0244319569997557
"how" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0733729547288869 0
"ibset" 0 0 0 0 0 0 0 0 0 0 0.0977223182740735 0 0
"init" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0 0.0586983637831095 0
"iodata" 0 0.156362761606928 0 0 0 0 0 0 0 0 0 0 0
"ipdata" 0 0.156362761606928 0 0 0 0 0 0 0 0 0 0 0
"kill" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0293491818915548 0.0488639139995114
"magzin" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0.0150342028113959 0.0366864773644435 0.0244319569997557
"make" 0 0 0 0 0 0 0 0 0.209205020920502 0 0.0300684056227919 0.0440237728373322 0.0488639139995114
"need" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0300684056227919 0.0366864773644435 0.0488639139995114
"never" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0366864773644435 0.146591741998534
"orc" 0 0.156362761606928 0 0 0 0 0 0 0 0 0 0 0
"quit" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0375855070284898 0.0513610683102209 0
"save" 0 0.0120279047389945 0 0 0 0.510204081632653 0 0 0.418410041841004 0 0.0225513042170939 0.0366864773644435 0
"seen" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0366864773644435 0.0977278279990227
"them" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0526197098398857 0.0293491818915548 0
"trvsiz" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.0375855070284898 0.0293491818915548 0.0244319569997557
"vend" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.0526197098398857 0.0146745909457774 0.0244319569997557
"vrbx" 0 0 0 0 0 0 0 0 0 0 0.0977223182740735 0 0
"wall" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0.0146745909457774 0.0488639139995114
"branch" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0293491818915548 0.0977278279990227
"clsmax" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.0300684056227919 0.0293491818915548 0.0244319569997557
"combo" 0 0 0 0 0 0 0 0 0 0 0.0902052168683756 0 0
"demo" 0 0.0240558094779889 0 0 0 0.255102040816327 0 0 0.418410041841004 0 0 0.0513610683102209 0
"empty" 100 0 100 100 100 0 100 100 0 100 0.0150342028113959 0.0146745909457774 0.0244319569997557
"enough" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0293491818915548 0.0977278279990227
"form" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.0293491818915548 0
"hntsiz" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.0225513042170939 0.0366864773644435 0.0244319569997557
"linsiz" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0300684056227919 0.0293491818915548 0.0488639139995114
"loccon" 0 0 0 0 0 0 0 0 0 0 0.0902052168683756 0 0
"magsiz" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0 0.0513610683102209 0
"negative" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0293491818915548 0.073295870999267
"non" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0513610683102209 0.0488639139995114
"owl" 0 0.144334856867934 0 0 0 0 0 0 0 0 0 0 0
"pearl" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.0225513042170939 0.0293491818915548 0.0488639139995114
"ptime" 0 0 0 0 0 1.02040816326531 0 0 0.836820083682008 0 0 0.0293491818915548 0
"reply" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0.00751710140569796 0.0513610683102209 0
"table" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0.0366864773644435 0.0244319569997557
"us" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0293491818915548 0.073295870999267
"wearng" 0 0 0 0 0 0 0 0 0 0 0.0902052168683756 0 0
"without" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0293491818915548 0.073295870999267
"another" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0366864773644435 0.073295870999267
"container" 0 0 0 0 0 0 0 0 0 0 0.0826881154626776 0 0
"datime" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0 0.0660356592559982 0
"dung" 0 0.132306952128939 0 0 0 0 0 0 0 0 0 0 0
"pit" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0293491818915548 0.0977278279990227
"placom" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0 0.0366864773644435 0
"routines" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0150342028113959 0.0513610683102209 0
"savet" 0 0 0 0 0 0.510204081632653 0 0 0.418410041841004 0 0 0.0513610683102209 0
"tablet" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0
"terse" 0 0 0 0 0 0 0 0 0 0 0.0826881154626776 0 0
"than" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0293491818915548 0
"until" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0293491818915548 0.073295870999267
"val" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0660356592559982 0
"vrbsiz" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0375855070284898 0.0220118864186661 0.0244319569997557
"accept" 0 0 0 0 0 0 0 0 0 0 0 0.0733729547288869 0
"after" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0366864773644435 0.0488639139995114
"batteries" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0220118864186661 0.073295870999267
"bits" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0366864773644435 0
"booth" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0 0
"char" 0 0.0962232379119557 0 0 0 0 0 0 0 0 0 0.00733729547288869 0.0244319569997557
"class" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0220118864186661 0
"clear" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0366864773644435 0.0488639139995114
"conditions" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0440237728373322 0.0488639139995114
