"anon0501-data_text" "arna0440-dos-data_text" "arna0440-linux-data_text" "arna0440-source-data_text" "arna0660-data_text" "arna0770-data_text" "beck0500-data_text" "bhch0565-data_text" "cox_0350-data_text" "CROW0000-data_text" "daim0350-data_text" "ekma0350-data_text" "gill0350-data_text" "goet0350-data_text" "kenn0000-data_text" "kenw0550-data_text" "kine0350-data_text" "kint0350-data_text" "long0500-data_text" "lumm0350-data_text" "malm0350-data_text" "malm1000-data_text" "mcdo0551-data_text" "munk0430-data_text" "nels0350-data_text" "oska0551-data_text" "plat0550-data_text" "plot0350-data_text" "pohl0350-data_text" "russ0000-data_text" "ticm0350-data_text" "vane0560-data_text" "well0550-data_text" "whin0450-data_text" "wood0350-data_text" "wood0430-data_text" "wood043b-data_text"
"fro" 0.00752558699578567 0.02197480222678 0.02197480222678 0.02197480222678 0.00519210799584631 0 0 0.0158856235107228 0.011887779362815 0.0334224598930481 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0.00929022668153103 0.00284438376425747 0 0.00935979034069637 0.00535303249290723 0.00567440276910855 0.002465483234714 0 0.0117481203007519 0.0334224598930481 0.0123624675485227 0 0.0135208220659816 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"growth" 0.00752558699578567 0 0 0 0.00259605399792316 0.00763533633656563 0 0 0.011887779362815 0 0.0118934348239772 0.023719165085389 0.0237051084508712 0.0122684333210649 0.0117481203007519 0 0.0237699072973615 0.0247249350970454 0.00752558699578567 0.0118764845605701 0 0 0 0.0187195806813927 0.00535303249290723 0.0113488055382171 0.00493096646942801 0 0.0117481203007519 0 0.0247249350970454 0 0 0.0110023104852019 0.0237812128418549 0.0187195806813927 0.0187195806813927
"hidden" 0.00752558699578567 0 0 0 0.00519210799584631 0.0137436054058181 0 0 0.011887779362815 0.0334224598930481 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0.00929022668153103 0 0 0.00935979034069637 0.0107060649858145 0.0113488055382171 0.00493096646942801 0 0.0117481203007519 0.0334224598930481 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"jewel" 0 0.00732493407559332 0.00732493407559332 0.00732493407559332 0 0 0 0 0.011887779362815 0.0334224598930481 0.0118934348239772 0.023719165085389 0.0237051084508712 0.0245368666421298 0.0117481203007519 0 0.0237699072973615 0.0123624675485227 0 0.0118764845605701 0.0185804533630621 0.00568876752851495 0 0.0187195806813927 0.0160590974787217 0.00567440276910855 0.002465483234714 0 0.0117481203007519 0.0334224598930481 0.0123624675485227 0 0 0.0110023104852019 0.0237812128418549 0.0187195806813927 0.0187195806813927
"larger" 0.045153521974714 0 0 0 0.00519210799584631 0 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.045153521974714 0.0118764845605701 0.00929022668153103 0 0 0.00935979034069637 0.00535303249290723 0.0340464166146513 0 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"louder" 0.00752558699578567 0 0 0 0.0155763239875389 0.00763533633656563 0 0.0158856235107228 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0.00929022668153103 0.00284438376425747 0 0.00935979034069637 0.00535303249290723 0.00567440276910855 0.00739644970414201 0 0.0117481203007519 0 0.0123624675485227 0 0.0135208220659816 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"notice" 0 0 0 0 0.0311526479750779 0.0229060090096969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280793710220891 0 0 0.002465483234714 0 0 0 0 0 0 0.0110023104852019 0 0.0280793710220891 0.0280793710220891
"ravine" 0 0 0 0 0.033748701973001 0.0381766816828281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"recall" 0.00752558699578567 0 0 0 0.00259605399792316 0.02443307627701 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0 0 0 0.00935979034069637 0.00535303249290723 0.00567440276910855 0.002465483234714 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"scorex" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0936883629191322 0 0 0 0 0 0 0 0 0 0
"simply" 0 0 0 0 0.00778816199376947 0.0213789417423838 0 0 0.011887779362815 0.0334224598930481 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0 0.0118764845605701 0 0 0.112739571589628 0.00935979034069637 0 0.00567440276910855 0.002465483234714 0 0.0117481203007519 0.0334224598930481 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"sort" 0.00752558699578567 0 0 0 0.0155763239875389 0.036649614415515 0 0 0 0 0 0 0 0 0 0 0 0 0.00752558699578567 0 0 0.0113775350570299 0 0 0 0.00567440276910855 0.002465483234714 0 0 0 0 0 0 0 0 0 0
"valued" 0 0 0 0 0 0.0061082690692525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0838264299802761 0 0 0 0 0 0 0 0 0 0
"voices" 0 0 0 0 0.0363447559709242 0.0351225471482019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002465483234714 0 0 0 0 0 0 0 0 0 0
"wine" 0.067730282962071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.067730282962071 0 0.0278706800445931 0.00853315129277242 0 0 0 0.0794416387675197 0 0 0 0 0 0 0 0 0 0 0
"ah" 0 0.0292997363023733 0.0292997363023733 0.0292997363023733 0.00778816199376947 0.0320684126135756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002465483234714 0 0 0 0 0 0 0 0 0 0
"assigned" 0 0 0 0 0.00519210799584631 0.0534473543559594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"beautiful" 0.022576760987357 0 0 0 0.0207684319833853 0.00916240360387875 0 0 0 0 0 0 0 0 0 0 0 0 0.022576760987357 0 0 0.0227550701140598 0 0 0.0214121299716289 0.0283720138455428 0 0 0 0 0 0 0 0 0 0 0
"besides" 0.00752558699578567 0 0 0 0.0129802699896158 0.0152706726731313 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0 0 0 0.00935979034069637 0.00535303249290723 0.00567440276910855 0.00493096646942801 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"column" 0.00752558699578567 0 0 0 0.00259605399792316 0.00763533633656563 0 0.0158856235107228 0.011887779362815 0.0334224598930481 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0.00929022668153103 0.00284438376425747 0 0.00935979034069637 0.0267651624645362 0.00567440276910855 0.002465483234714 0 0.0117481203007519 0.0334224598930481 0.0123624675485227 0 0.0135208220659816 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"cut" 0.00752558699578567 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.0181723779854621 0.0259601435443231 0 0 0 0 0 0 0 0 0 0 0 0 0.00752558699578567 0 0.00929022668153103 0.0113775350570299 0 0 0 0.00567440276910855 0.00493096646942801 0 0 0 0 0 0 0 0 0 0
"ditto" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002465483234714 0 0 0 0 0 0.486749594375338 0 0 0 0
"four" 0.00752558699578567 0 0 0 0.0233644859813084 0.0167977399404444 0 0.0158856235107228 0 0 0 0 0 0.0122684333210649 0 0 0 0 0.00752558699578567 0 0.00929022668153103 0.00853315129277242 0 0 0.0107060649858145 0.0170232083073257 0.00986193293885602 0 0 0 0 0 0 0 0 0 0
"giving" 0.00752558699578567 0 0 0 0.00259605399792316 0.0137436054058181 0 0.0158856235107228 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0.00929022668153103 0.00568876752851495 0 0.00935979034069637 0.0107060649858145 0.00567440276910855 0.002465483234714 0 0.0117481203007519 0 0.0123624675485227 0 0.0135208220659816 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"grotto" 0.0903070439494281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0903070439494281 0 0 0 0 0 0 0.0737672359984112 0 0 0 0 0 0 0 0 0 0 0
"happen" 0 0 0 0 0.0103842159916926 0.0167977399404444 0 0.0158856235107228 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0 0.0118764845605701 0 0 0 0.00935979034069637 0.00535303249290723 0.00567440276910855 0.00739644970414201 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"iflt" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0912228796844181 0 0 0 0 0 0 0 0 0 0
"jumping" 0.0150511739915713 0 0 0 0.00259605399792316 0.00916240360387875 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.0150511739915713 0.0118764845605701 0 0.00284438376425747 0 0.00935979034069637 0.0160590974787217 0.0113488055382171 0.00986193293885602 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"lands" 0.0150511739915713 0 0 0 0.0103842159916926 0.012216538138505 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.0150511739915713 0.0118764845605701 0 0 0 0.00935979034069637 0.00535303249290723 0.0113488055382171 0.00493096646942801 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"least" 0.00752558699578567 0 0 0 0.0207684319833853 0.0198518744750706 0 0.0158856235107228 0 0 0 0 0 0 0 0 0 0 0.00752558699578567 0 0 0.00568876752851495 0 0 0 0.00567440276910855 0.022189349112426 0 0 0 0 0 0.0135208220659816 0 0 0 0
"pick" 0.0150511739915713 0 0 0 0.0129802699896158 0.0320684126135756 0 0 0 0.0334224598930481 0 0 0 0 0 0 0 0 0.0150511739915713 0 0 0 0 0 0 0.0113488055382171 0.00739644970414201 0 0 0.0334224598930481 0 0 0 0 0 0 0
"plural" 0 0 0 0 0.00259605399792316 0.0061082690692525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.102192493496841 0.0597320590494069 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"polished" 0.00752558699578567 0 0 0 0.0103842159916926 0.0183248072077575 0 0.0476568705321684 0 0 0 0 0 0 0 0 0 0 0.00752558699578567 0 0 0.0170663025855448 0 0 0 0.0113488055382171 0.01232741617357 0 0 0 0 0 0.0405624661979448 0 0 0 0
"progress" 0.00752558699578567 0 0 0 0.0103842159916926 0.0167977399404444 0 0 0.011887779362815 0.0334224598930481 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0 0 0 0.00935979034069637 0 0.00567440276910855 0.002465483234714 0 0.0117481203007519 0.0334224598930481 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"pure" 0.0150511739915713 0 0 0 0.00778816199376947 0.00458120180193938 0 0.0158856235107228 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.0150511739915713 0.0118764845605701 0.00929022668153103 0.00284438376425747 0 0.00935979034069637 0.0160590974787217 0.0170232083073257 0.002465483234714 0 0.0117481203007519 0 0.0123624675485227 0 0.0135208220659816 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"specify" 0 0 0 0 0.00778816199376947 0.0106894708711919 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0 0.0118764845605701 0 0 0 0.0187195806813927 0 0.0113488055382171 0.017258382642998 0 0.0117481203007519 0 0.0123624675485227 0 0 0 0.0118906064209275 0.0187195806813927 0.0187195806813927
"support" 0.00752558699578567 0 0 0 0.00519210799584631 0.0183248072077575 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0 0.00284438376425747 0 0.00935979034069637 0.00535303249290723 0.00567440276910855 0.00493096646942801 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"toss" 0.0376279349789284 0.00732493407559332 0.00732493407559332 0.00732493407559332 0 0.012216538138505 0 0 0 0 0 0.0118595825426945 0.0118525542254356 0.0122684333210649 0 0 0.0118849536486808 0.0123624675485227 0.0376279349789284 0 0 0 0 0.00935979034069637 0 0.0283720138455428 0.002465483234714 0 0 0 0.0123624675485227 0 0 0 0.0118906064209275 0.00935979034069637 0.00935979034069637
"watch" 0.00752558699578567 0 0 0 0.00519210799584631 0.00916240360387875 0 0 0.011887779362815 0.0334224598930481 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0 0.0199106863498023 0 0.00935979034069637 0 0.00567440276910855 0.002465483234714 0 0.0117481203007519 0.0334224598930481 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"ae" 0 0.0878992089071198 0.0878992089071198 0.0878992089071198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ast" 0 0.0878992089071198 0.0878992089071198 0.0878992089071198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"begins" 0 0 0 0 0.0311526479750779 0.0229060090096969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00568876752851495 0 0 0 0 0.017258382642998 0 0 0 0 0 0 0 0 0 0
"broke" 0 0 0 0 0.00519210799584631 0.00305413453462625 0 0 0.011887779362815 0.0668449197860963 0.0118934348239772 0.023719165085389 0.0237051084508712 0.0245368666421298 0.0117481203007519 0 0.0237699072973615 0.0123624675485227 0 0.0118764845605701 0 0 0 0.0187195806813927 0.00535303249290723 0.00567440276910855 0.00493096646942801 0 0.0117481203007519 0.0668449197860963 0.0123624675485227 0 0 0.0110023104852019 0.0237812128418549 0.0187195806813927 0.0187195806813927
"clock" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0199106863498023 0 0 0 0 0.0714990138067061 0 0 0 0 0 0 0 0 0 0
"coffin" 0 0 0 0 0.00259605399792316 0.0320684126135756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0369769889353472 0 0 0.00535303249290723 0 0 0 0 0 0 0 0 0 0 0 0
"dynamite" 0.00752558699578567 0 0 0 0.00519210799584631 0.00458120180193938 0 0 0.011887779362815 0.0334224598930481 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0.0278706800445931 0.00568876752851495 0 0.00935979034069637 0.0107060649858145 0.00567440276910855 0.00739644970414201 0 0.0117481203007519 0.0334224598930481 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"ever" 0 0 0 0 0.0155763239875389 0.0259601435443231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0199106863498023 0 0.00935979034069637 0.0107060649858145 0 0.002465483234714 0 0 0 0 0 0 0 0 0.00935979034069637 0.00935979034069637
"eye" 0.00752558699578567 0 0 0 0.0181723779854621 0.0152706726731313 0 0.0158856235107228 0 0 0 0 0 0 0 0 0 0 0.00752558699578567 0 0 0.00568876752851495 0 0.0187195806813927 0.0107060649858145 0.00567440276910855 0.00986193293885602 0 0 0 0 0 0.0135208220659816 0 0 0.0187195806813927 0.0187195806813927
"fool" 0.00752558699578567 0 0 0 0.0129802699896158 0.0106894708711919 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0 0 0 0.00935979034069637 0.0107060649858145 0.00567440276910855 0.00739644970414201 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"icy" 0.00752558699578567 0 0 0 0.0103842159916926 0.0137436054058181 0 0 0 0 0 0 0 0 0 0 0 0 0.00752558699578567 0 0 0.0341326051710897 0 0 0.00535303249290723 0.00567440276910855 0.01232741617357 0 0 0 0 0 0.0270416441319632 0 0 0 0
"messages" 0.022576760987357 0 0 0 0.00259605399792316 0.00152706726731313 0 0 0 0 0 0.0118595825426945 0.0118525542254356 0.0122684333210649 0 0 0.0118849536486808 0.0123624675485227 0.022576760987357 0 0 0 0 0.0374391613627855 0.0160590974787217 0.0170232083073257 0.00493096646942801 0 0 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.0374391613627855 0.0374391613627855
"onto" 0.022576760987357 0 0 0 0.0129802699896158 0.0213789417423838 0 0.0158856235107228 0 0 0 0 0 0 0 0 0 0 0.022576760987357 0 0 0.00568876752851495 0 0 0 0.0170232083073257 0.00986193293885602 0 0 0 0 0 0.0135208220659816 0 0 0 0
"paper" 0 0 0 0 0 0.0061082690692525 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0 0.0118764845605701 0.00929022668153103 0.0483545239923771 0 0 0 0.00567440276910855 0.002465483234714 0 0.0117481203007519 0 0.0123624675485227 0 0 0 0.0118906064209275 0 0
"push" 0 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.0103842159916926 0.0137436054058181 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00929022668153103 0.0369769889353472 0 0 0.0321181949574434 0 0 0 0 0 0 0 0 0 0 0 0
"receive" 0 0 0 0 0.00259605399792316 0.00152706726731313 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0 0.0118764845605701 0.0185804533630621 0.00284438376425747 0 0.0280793710220891 0.0321181949574434 0.00567440276910855 0.00493096646942801 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.0280793710220891 0.0280793710220891
"roaring" 0.00752558699578567 0 0 0 0.00778816199376947 0.00763533633656563 0 0.0158856235107228 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0.00929022668153103 0.00284438376425747 0 0.0187195806813927 0.00535303249290723 0.00567440276910855 0.002465483234714 0 0.0117481203007519 0 0.0123624675485227 0 0.0135208220659816 0.0110023104852019 0.0118906064209275 0.0187195806813927 0.0187195806813927
"rs" 0 0.0878992089071198 0.0878992089071198 0.0878992089071198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sandstone" 0.022576760987357 0 0 0 0.0129802699896158 0.00305413453462625 0 0.0158856235107228 0 0 0 0 0 0 0 0 0 0 0.022576760987357 0 0 0.0227550701140598 0 0 0 0.0170232083073257 0.019723865877712 0 0 0 0 0 0.0405624661979448 0 0 0 0
"shattered" 0.00752558699578567 0 0 0 0.00778816199376947 0.00458120180193938 0 0.0158856235107228 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0 0.00568876752851495 0 0.00935979034069637 0.00535303249290723 0.00567440276910855 0.014792899408284 0 0.0117481203007519 0 0.0123624675485227 0 0.0135208220659816 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"show" 0.00752558699578567 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.00259605399792316 0.0061082690692525 0 0.0158856235107228 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0.00929022668153103 0.00853315129277242 0 0.00935979034069637 0.0107060649858145 0.00567440276910855 0.002465483234714 0 0.0117481203007519 0 0.0123624675485227 0 0.0135208220659816 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"sing" 0.00752558699578567 0.0146498681511866 0.0146498681511866 0.0146498681511866 0.00778816199376947 0.0061082690692525 0 0 0 0.0334224598930481 0 0.0118595825426945 0.0118525542254356 0.0122684333210649 0 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0 0 0 0 0.0280793710220891 0 0.00567440276910855 0.00493096646942801 0 0 0.0334224598930481 0.0123624675485227 0 0 0 0.0118906064209275 0.0280793710220891 0.0280793710220891
"sized" 0 0 0 0 0 0.00458120180193938 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0 0.0118764845605701 0.00929022668153103 0.0113775350570299 0 0.00935979034069637 0.0481772924361651 0.00567440276910855 0.00493096646942801 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"smart" 0.0150511739915713 0 0 0 0.0103842159916926 0.00916240360387875 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.0150511739915713 0.0118764845605701 0 0 0 0.00935979034069637 0.00535303249290723 0.0113488055382171 0.00739644970414201 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"smells" 0.0150511739915713 0 0 0 0.00519210799584631 0.00152706726731313 0 0.0158856235107228 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.0150511739915713 0.0118764845605701 0.0185804533630621 0.0142219188212874 0 0.00935979034069637 0.00535303249290723 0.0113488055382171 0.002465483234714 0 0.0117481203007519 0 0.0123624675485227 0 0.0135208220659816 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"ther" 0 0.0878992089071198 0.0878992089071198 0.0878992089071198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tumbling" 0.0150511739915713 0 0 0 0.00778816199376947 0.00152706726731313 0 0.0158856235107228 0.011887779362815 0.0334224598930481 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.0150511739915713 0.0118764845605701 0.00929022668153103 0.00568876752851495 0 0.00935979034069637 0.0107060649858145 0.0113488055382171 0.002465483234714 0 0.0117481203007519 0.0334224598930481 0.0123624675485227 0 0.0135208220659816 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"unable" 0.00752558699578567 0 0 0 0.00519210799584631 0.00305413453462625 0 0.0158856235107228 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0.00929022668153103 0.00853315129277242 0.112739571589628 0.0187195806813927 0.00535303249290723 0.00567440276910855 0.00493096646942801 0 0.0117481203007519 0 0.0123624675485227 0 0.0135208220659816 0.0110023104852019 0.0118906064209275 0.0187195806813927 0.0187195806813927
"wh" 0 0.0878992089071198 0.0878992089071198 0.0878992089071198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"active" 0.00752558699578567 0 0 0 0.00519210799584631 0 0 0.0317712470214456 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0118764845605701 0.00929022668153103 0.00568876752851495 0 0.00935979034069637 0.0214121299716289 0.0113488055382171 0.00493096646942801 0 0.0117481203007519 0 0.0123624675485227 0 0.0270416441319632 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
"actually" 0 0 0 0 0.0129802699896158 0.036649614415515 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00284438376425747 0.225479143179256 0 0.00535303249290723 0 0.00493096646942801 0 0 0 0 0 0 0 0 0 0
"advisable" 0.00752558699578567 0 0 0 0.00778816199376947 0.00458120180193938 0 0 0.0237755587256301 0.0334224598930481 0.0237868696479543 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0234962406015038 0 0.0118849536486808 0.0123624675485227 0.00752558699578567 0.0237529691211401 0 0 0 0.00935979034069637 0.00535303249290723 0.00567440276910855 0.002465483234714 0 0.0234962406015038 0.0334224598930481 0.0123624675485227 0 0 0.0220046209704038 0.0118906064209275 0.00935979034069637 0.00935979034069637
"blerbi" 0 0 0 0 0.0363447559709242 0.0213789417423838 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.017258382642998 0 0 0 0 0 0 0 0 0 0
"blinding" 0.0301023479831427 0 0 0 0.00519210799584631 0.00458120180193938 0 0 0.011887779362815 0 0.0118934348239772 0.0118595825426945 0.0118525542254356 0.0122684333210649 0.0117481203007519 0 0.0118849536486808 0.0123624675485227 0.0301023479831427 0.0118764845605701 0 0 0 0.00935979034069637 0.00535303249290723 0.0226976110764342 0.002465483234714 0 0.0117481203007519 0 0.0123624675485227 0 0 0.0110023104852019 0.0118906064209275 0.00935979034069637 0.00935979034069637
