"anon0501-readme_text" "arna-0440-source-readme_text" "arna0550-readme_text" "arna0660-readme_text" "arna0770-readme_text" "bagg0350-readme_text" "benh0350-readme_text" "bhav0565-readme_text" "blac0350-readme_text" "bree_xxx-readme_text" "butt_xxx-readme_text" "cox_0350-readme_text" "daim0350-readme_text" "diaz0350-readme_text" "dove0550-readme_text" "ekma0350-readme_text" "gasi0350-readme_text" "gerr0000-readme_text" "goet0350-readme_text" "jame0551-readme_text" "kenn0000-readme_text" "kenw0550-readme_text" "kina0660-readme_text" "kind0430-readme_text" "kine0350-readme_text" "king0350-readme_text" "kinm0551-readme_text" "kint0350-readme_text" "malm0350-readme_text" "malm1000-readme_text" "mcdo0551-readme_text" "munk0430-readme_text" "muno0370-readme_text" "olss0551-redme_text" "oska0551-readme_text" "pict0551-readme_text" "plat0550-readme_text" "plot0350-readme_text" "pohl0350-readme_text" "raym0430-readme_text" "supn0350-readme_text" "ticm0350-readme_text" "vane0560-readme_text" "well0550-readme_text" "whin0450-readme_text" "wood0350-readme_text" "yong_xxx-readme_text"
"from" 0 0 0.400534045393858 0.392670157068063 0.392670157068063 0.249376558603491 1.96078431372549 0 0.759013282732448 0.796812749003984 0.421940928270042 0.638297872340426 0.209643605870021 0 1.49700598802395 0.2 0 0.942782834850455 1.6304347826087 0.31055900621118 0.20703933747412 0.690846286701209 0.705882352941177 0 0.425531914893617 1.54241645244216 0.354609929078014 0.6 0 0 0.393044306812768 0 0 0.613496932515337 0 0.47244094488189 0.952380952380952 0.315457413249211 0.20703933747412 0.956937799043062 0.759013282732448 0.137362637362637 2.12765957446809 0.92378752886836 0.614754098360656 0.925925925925926 0
"file" 1.5 0 0.934579439252336 0.916230366492147 0.916230366492147 0.748129675810474 0 5.55555555555556 0.94876660341556 0.730411686586985 0 0.851063829787234 1.88679245283019 0 0.898203592814371 1.8 0 0.910273081924577 0.543478260869565 0.31055900621118 0.41407867494824 0.345423143350604 0.705882352941177 0 1.27659574468085 0.25706940874036 0.567375886524823 0.3 2.63157894736842 4.73372781065089 0 0 0 0.613496932515337 0.543478260869565 0 1.19047619047619 2.20820189274448 0.41407867494824 1.43540669856459 0.94876660341556 0.549450549450549 0 0 0.409836065573771 0 0
"east" 0 0 0 0 0 0 0 0 0.189753320683112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 1.07789423535017 0 0 0 0 0 0 0 0 0 0.189753320683112 0 0 0 0 0 0
"that" 3 0.892857142857143 0.667556742323097 0.654450261780105 0.654450261780105 1.74563591022444 1.96078431372549 0.793650793650794 0.379506641366224 0.265604249667995 1.26582278481013 0.212765957446809 0.209643605870021 0 0.29940119760479 0.6 0 0.520156046814044 1.08695652173913 0.62111801242236 0 0.172711571675302 0 0 0.567375886524823 0.25706940874036 1.20567375886525 0.6 0 0 0.220343020485946 0 0 1.22699386503067 1.08695652173913 0.78740157480315 0.714285714285714 0.630914826498423 0 0.478468899521531 0.379506641366224 0.961538461538462 1.06382978723404 0.23094688221709 0.409836065573771 0 0
"as" 1.5 1.48809523809524 0.667556742323097 0.654450261780105 0.654450261780105 0 0 0 0.379506641366224 0.664010624169987 0 1.06382978723404 0.209643605870021 0 2.69461077844311 0.6 0 0.650195058517555 1.6304347826087 0.62111801242236 0.20703933747412 0.345423143350604 0.470588235294118 0 0.425531914893617 0.25706940874036 0.709219858156028 0 0 0.591715976331361 0.250119104335398 0 0 0 0 0.62992125984252 1.42857142857143 0.315457413249211 0.20703933747412 0 0.379506641366224 0.686813186813187 1.06382978723404 0.46189376443418 0 0 0
"if" 0 0 1.4018691588785 1.50523560209424 1.50523560209424 0.748129675810474 0.65359477124183 0 0.379506641366224 0.398406374501992 0.421940928270042 0.638297872340426 0.209643605870021 0 0.598802395209581 0 0 0.390117035110533 0 0 0.62111801242236 0.345423143350604 0.470588235294118 2.04081632653061 0 0.25706940874036 0.354609929078014 0.7 0 0 0.13696998570748 2.04081632653061 0 0 0 1.02362204724409 0.238095238095238 0.630914826498423 0.62111801242236 0.478468899521531 0.379506641366224 0.824175824175824 0 0.46189376443418 1.4344262295082 0 0
"re" 0 0 0 0 0 0.249376558603491 0 0 0 0.132802124833997 0 0.638297872340426 0 0 0 0 0 0.0650195058517555 0 0 0.41407867494824 0 0.235294117647059 0 0 0 0 0.3 0 0 0.946879466412577 0 0 0 0 0 0 0.315457413249211 0.41407867494824 0 0 0.412087912087912 1.06382978723404 0 0 0 0
"west" 0 0 0 0 0 0 0 0 0.189753320683112 0 0 0 0 0 0 0 0 0 0 0 0 0.172711571675302 0 0 0 0 0 0.1 0 0 1.03025250119104 0 0 0 0 0 0 0 0 0 0.189753320683112 0 0 0.23094688221709 0 0 0
"there" 1.5 0 0 0 0 0.249376558603491 0 0 0 0.0664010624169987 0.421940928270042 0 0 0 0 0.2 0 0.130039011703511 0.543478260869565 0 0.41407867494824 0 0.470588235294118 0 0.141843971631206 0 0.141843971631206 0.4 0 0 0.857551214864221 0 0 0 0 0 0 1.57728706624606 0.41407867494824 0 0 0.137362637362637 0 0 0 0.925925925925926 0
"up" 0 0.297619047619048 0 0 0 0 0 0.793650793650794 0.189753320683112 0.132802124833997 0 0 0.209643605870021 0 0 0 0 0.390117035110533 0 0.62111801242236 0.41407867494824 0.172711571675302 0.470588235294118 0 0.141843971631206 0 0.354609929078014 0.2 0 0.591715976331361 0.803954263935207 0 0 0 0 0 0 0 0.41407867494824 0 0.189753320683112 0 0 0 0.204918032786885 0 0
"your" 0 0 0 0 0 1.24688279301746 0 0.793650793650794 1.32827324478178 0.199203187250996 0 0.851063829787234 0 0 0.29940119760479 0.2 0 0.747724317295189 0 0.31055900621118 0.62111801242236 0 0.235294117647059 0 0.141843971631206 0 0.425531914893617 0.5 0 0 0.5597903763697 0 0 0 0.543478260869565 0 0 0 0.62111801242236 0 1.32827324478178 0.412087912087912 0 0 0.614754098360656 0 0
"which" 0 0 0.734312416555407 0.719895287958115 0.719895287958115 0.249376558603491 0 0 0.94876660341556 0.597609561752988 0 0.638297872340426 0.209643605870021 0 0.29940119760479 0.6 0 0.390117035110533 0.543478260869565 0 0.20703933747412 0.345423143350604 0.705882352941177 0 0.709219858156028 0 0.425531914893617 0.3 0 0 0.267984754645069 0 0 0 0 1.25984251968504 0.714285714285714 0 0.20703933747412 0 0.94876660341556 0.961538461538462 0 0 0 0.925925925925926 0
"version" 1 0.297619047619048 0.400534045393858 0.392670157068063 0.392670157068063 0.498753117206983 0.65359477124183 0 0.379506641366224 0.929614873837981 1.26582278481013 0.851063829787234 0.209643605870021 0 0 0 0 0.162548764629389 4.34782608695652 0.93167701863354 0.20703933747412 1.03626943005181 0.235294117647059 0 0.425531914893617 0.51413881748072 0.709219858156028 0.6 2.63157894736842 0.591715976331361 0.0238208670795617 0 0 2.45398773006135 0 2.91338582677165 0.238095238095238 0 0.20703933747412 0.956937799043062 0.379506641366224 1.0989010989011 0 1.15473441108545 0.204918032786885 0.925925925925926 0
"adventure" 0.5 0.297619047619048 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0.65359477124183 4.76190476190476 0.189753320683112 0.664010624169987 2.10970464135021 0.425531914893617 1.25786163522013 0 0.898203592814371 0.2 0 0 0.543478260869565 0.93167701863354 1.44927536231884 1.72711571675302 1.88235294117647 2.04081632653061 0.709219858156028 1.02827763496144 0.921985815602837 1.2 7.89473684210526 0 0.0535969509290138 2.04081632653061 0 0.613496932515337 0.543478260869565 0.236220472440945 0.238095238095238 0.946372239747634 1.44927536231884 2.39234449760766 0.189753320683112 0.549450549450549 5.31914893617021 1.15473441108545 0 0.925925925925926 0
"t" 0.5 0.595238095238095 0.0667556742323097 0.0654450261780105 0.0654450261780105 0.997506234413965 0 0 0.189753320683112 0.0664010624169987 0 0.212765957446809 0.209643605870021 0 0.29940119760479 0.4 0 0.650195058517555 0.543478260869565 0 0.82815734989648 0.172711571675302 0.235294117647059 0 0.283687943262411 0 0.0709219858156028 0.1 0 0 0.506193425440686 0 0 1.22699386503067 0.543478260869565 0.31496062992126 0 0.315457413249211 0.82815734989648 0 0.189753320683112 0.412087912087912 0 0.23094688221709 1.02459016393443 0 0
"can" 0 0 0.400534045393858 0.392670157068063 0.392670157068063 0.748129675810474 0 0.793650793650794 0.379506641366224 0.0664010624169987 0 0 0 0 0.29940119760479 0.2 0 0.520156046814044 0.543478260869565 0 0.82815734989648 0.345423143350604 0 0 0.283687943262411 0 0.354609929078014 0.6 0 0 0.42282039066222 0 0 0.613496932515337 0 0.31496062992126 0.476190476190476 0.315457413249211 0.82815734989648 0 0.379506641366224 0.274725274725275 0 0.46189376443418 0.204918032786885 0.462962962962963 0
"or" 0 0 0.467289719626168 0.458115183246073 0.458115183246073 1.24688279301746 0 1.58730158730159 0.379506641366224 0.464807436918991 0.421940928270042 0.851063829787234 0.419287211740042 0 0.29940119760479 0.2 0 0.682704811443433 0 0 0.62111801242236 0.172711571675302 0.470588235294118 0 0.283687943262411 3.08483290488432 0.425531914893617 0.6 0 0 0.166746069556932 0 0 0.613496932515337 0.543478260869565 0.551181102362205 0 0.630914826498423 0.62111801242236 0.956937799043062 0.379506641366224 0.824175824175824 0 0.23094688221709 0.204918032786885 0 0
"all" 0.5 0.297619047619048 0.267022696929239 0.261780104712042 0.261780104712042 0.249376558603491 0 0 0 0.398406374501992 0.843881856540084 0.638297872340426 0 0 0.29940119760479 0.6 0 0.0325097529258778 0.543478260869565 0 0.82815734989648 0.518134715025907 0.470588235294118 0 0.567375886524823 0.51413881748072 0.354609929078014 0.2 0 0.591715976331361 0.381133873272987 0 0 0 0 0.551181102362205 0.476190476190476 0.315457413249211 0.82815734989648 1.43540669856459 0 0 0 0.69284064665127 0.614754098360656 0.462962962962963 0
"an" 0.5 1.19047619047619 0.133511348464619 0.130890052356021 0.130890052356021 0.249376558603491 0 0 0.189753320683112 0.265604249667995 0 0 0 0 0.29940119760479 0 0 0.390117035110533 1.08695652173913 0 0 0.172711571675302 0.470588235294118 0 0.141843971631206 0 0.354609929078014 0.5 0 0.591715976331361 0.434730824202001 0 0 0 0 1.10236220472441 0.476190476190476 0.630914826498423 0 0 0.189753320683112 0 2.12765957446809 0 0.409836065573771 0 0
"have" 1 0.595238095238095 0.133511348464619 0.130890052356021 0.130890052356021 0.748129675810474 0 0 0.189753320683112 0.464807436918991 1.26582278481013 0.212765957446809 0.209643605870021 0 0 0.2 0 0.162548764629389 1.08695652173913 1.5527950310559 0.82815734989648 0.690846286701209 0.941176470588235 0 0.141843971631206 0 0.567375886524823 0.3 0 0 0.291805621724631 0 0 0 0.543478260869565 0.078740157480315 0.476190476190476 0.630914826498423 0.82815734989648 0.478468899521531 0.189753320683112 0.274725274725275 0 0.92378752886836 0.409836065573771 0.462962962962963 0
"c" 1 0 0.467289719626168 0.458115183246073 0.458115183246073 0 0 0 0.189753320683112 0.199203187250996 0.843881856540084 0.638297872340426 3.9832285115304 0 0 0.2 0 0.455136540962289 0 0.31055900621118 1.24223602484472 1.38169257340242 0 4.08163265306122 0.283687943262411 0.77120822622108 1.13475177304965 0 0 0 0.0119104335397808 4.08163265306122 0 0 0 0 0.476190476190476 0 1.24223602484472 0 0.189753320683112 0 0 1.84757505773672 0 2.31481481481481 0
"down" 0 0.297619047619048 0 0 0 0 0 0 0.189753320683112 0 0 0 0 0 0 0 0 0.0325097529258778 0 0 0.62111801242236 0.172711571675302 0.235294117647059 0 0.141843971631206 0 0.0709219858156028 0.2 0 0 0.666984278227727 0 0 0 0 0 0 0.315457413249211 0.62111801242236 0 0.189753320683112 0.137362637362637 0 0 0 0 0
"n" 0 0 0.133511348464619 0.130890052356021 0.130890052356021 0.249376558603491 0 0 0.189753320683112 0 0 0 0 0 0 0 0 0 0 0 0.20703933747412 0.345423143350604 0 0 0 0 0 0 0 0 0.655073844687947 0 0 0 0 0.236220472440945 0 0 0.20703933747412 0 0.189753320683112 0 0 0.46189376443418 0 0 0
"not" 0.5 0.297619047619048 0.333778371161549 0.327225130890052 0.327225130890052 0.498753117206983 1.30718954248366 0 0.189753320683112 0.132802124833997 1.26582278481013 0.425531914893617 0 0 0.598802395209581 0.6 0 0.520156046814044 0.543478260869565 0.62111801242236 0 0.345423143350604 0.941176470588235 0 0.425531914893617 0.51413881748072 0.354609929078014 0.1 0 0 0.184611719866603 0 0 0 1.08695652173913 0.15748031496063 0.476190476190476 1.26182965299685 0 1.43540669856459 0.189753320683112 0.412087912087912 0 0.46189376443418 0 0 0
"files" 0.5 0 0.200267022696929 0.196335078534031 0.196335078534031 0 0 2.38095238095238 0.569259962049336 1.26162018592297 1.26582278481013 0.638297872340426 1.67714884696017 0 1.79640718562874 0.2 0 0.747724317295189 0 0 1.44927536231884 0.345423143350604 0 0 0.141843971631206 0 0.354609929078014 0.3 0 1.18343195266272 0.00595521676989042 0 0 0.613496932515337 0 0 0.714285714285714 0.315457413249211 1.44927536231884 0 0.569259962049336 0.137362637362637 0 0.46189376443418 0.204918032786885 0 0
"here" 0 0 0 0 0 0.249376558603491 0 0 0 0.132802124833997 0 0 0 0 0 0 0 0.162548764629389 0 0 0 0 0 0 0.283687943262411 0 0.0709219858156028 0 0 0 0.613387327298714 0 0 0 0 0 0 0.315457413249211 0 0 0 0 0 0 0 0 0
