"anon0501-readme_text" "arna-0440-source-readme_text" "arna0550-readme_text" "arna0660-readme_text" "arna0770-readme_text" "bagg0350-readme_text" "benh0350-readme_text" "bhav0565-readme_text" "blac0350-readme_text" "bree_xxx-readme_text" "butt_xxx-readme_text" "cox_0350-readme_text" "daim0350-readme_text" "diaz0350-readme_text" "dove0550-readme_text" "ekma0350-readme_text" "gasi0350-readme_text" "gerr0000-readme_text" "goet0350-readme_text" "jame0551-readme_text" "kenn0000-readme_text" "kenw0550-readme_text" "kina0660-readme_text" "kind0430-readme_text" "kine0350-readme_text" "king0350-readme_text" "kinm0551-readme_text" "kint0350-readme_text" "malm0350-readme_text" "malm1000-readme_text" "mcdo0551-readme_text" "munk0430-readme_text" "muno0370-readme_text" "olss0551-redme_text" "oska0551-readme_text" "pict0551-readme_text" "plat0550-readme_text" "plot0350-readme_text" "pohl0350-readme_text" "raym0430-readme_text" "supn0350-readme_text" "ticm0350-readme_text" "vane0560-readme_text" "well0550-readme_text" "whin0450-readme_text" "wood0350-readme_text" "yong_xxx-readme_text"
"ceiling" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cheat" 0 0 0 0 0 0 0 0 0 0.0664010624169987 0 0 0 0 0 0 0 0.0325097529258778 0 0 0.41407867494824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.41407867494824 0 0 0 0 0 0.204918032786885 0 0
"closed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0.141843971631206 0 0 0 0 0 0.0297760838494521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"colors" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.162548764629389 0 0 0 0 0 0 0 0 0 0 2.63157894736842 0 0.00595521676989042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"come" 0 0 0 0 0 0 0 0 0 0.0664010624169987 0 0 0 0 0 0 0 0.0325097529258778 0 0 0.20703933747412 0 0 0 0 0 0.0709219858156028 0 0 0 0.0119104335397808 0 0 0 0 0 0 0 0.20703933747412 0 0 0 0 0 0 0 0
"continues" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"corner" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"couple" 0 0.297619047619048 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0.0325097529258778 0 0 0 0.172711571675302 0 0 0.141843971631206 0 0 0 0 0 0.00595521676989042 0 0 0 0 0 0 0 0 0 0 0 0 0.23094688221709 0 0 0
"csave" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.227568270481144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"debug" 0 0 0 0 0 0 0.65359477124183 0 0 0 0 1.06382978723404 0.209643605870021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"distribute" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29940119760479 0 0 0 0 0 0 0.345423143350604 0 0 0 0 0.141843971631206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.46189376443418 0 0 0
"dry" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"edit" 0 0 0 0 0 0 0 0 0 0.199203187250996 0 0.212765957446809 0 0 0 0 0 0.0325097529258778 0 0 0 0 0 0 0 0 0.0709219858156028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.137362637362637 0 0 0 0 0
"elves" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"emucompboy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.227568270481144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"emulators" 0 0 0 0 0 0 0 0 0 0 0.421940928270042 0 0 0 0 0 0 0.195058517555267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"error" 0 0 0 0 0 0 0.65359477124183 0 0.189753320683112 0.132802124833997 0 0.212765957446809 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.078740157480315 0 0 0 0 0.189753320683112 0 0 0 0 0 0
"extensions" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.235294117647059 0 0 0 0 0 0 0 0.00595521676989042 0 0 0 0 0.393700787401575 0 0 0 0 0 0 0 0 0 0 0
"fit" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"follow" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0.0664010624169987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0178656503096713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"food" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"free" 0 0 0 0 0 0.498753117206983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.172711571675302 0 0 0 0 0 0 0 0 0.0178656503096713 0 0 0 0 0 0 0 0 0 0 0 0 0.23094688221709 0 0 0
"freely" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0 0 0 0 0 0.598802395209581 0 0 0 0 0 0 0 0 2.04081632653061 0 0 0 0 0 0 0 2.04081632653061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"functionality" 0 0 0.133511348464619 0.130890052356021 0.130890052356021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.238095238095238 0 0 0 0 0 0 0 0 0 0
"generally" 0 0 0.133511348464619 0.130890052356021 0.130890052356021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.137362637362637 0 0 0 0 0
"gothic" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"growing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"happens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0325097529258778 0 0 0 0 0 0 0 0 0 0.1 0 0 0.0297760838494521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hold" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0325097529258778 0 0 0.20703933747412 0 0.235294117647059 0 0 0 0 0 0 0 0.0178656503096713 0 0 0 0 0 0 0 0.20703933747412 0 0 0 0 0 0 0 0
"humongous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.55029585798817 0 0 0 0 0 0.078740157480315 0 0 0 0 0 0 0 0 0 0 0
"input" 0 0 0 0 0 0 0 0 0.189753320683112 0.0664010624169987 0 0 0 0 0 0.2 0 0.0650195058517555 0 0 0 0 0 0 0.141843971631206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.189753320683112 0 0 0 0 0 0
"inventory" 0 0 0 0 0 0 0 0 0.189753320683112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0.0178656503096713 0 0 0 0 0 0 0 0 0 0.189753320683112 0 0 0 0 0 0
"known" 0 0.297619047619048 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0 0 0 0 0 0 0 0 0.0650195058517555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.238095238095238 0 0 0 0 0 0 0 0 0 0
"leather" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"lies" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"limestone" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"linked" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0.132802124833997 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"linux" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.549450549450549 0 0 0 0 0
"lock" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"loud" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0325097529258778 0 0 0 0 0 0 0 0 0 0 0 0 0.0357313006193425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"makes" 0 0 0 0 0 0 0 0 0 0.132802124833997 0 0.212765957446809 0 0 0 0 0 0.0650195058517555 0 0 0 0 0 0 0 0 0.0709219858156028 0 0 0 0 0 0 0 0 0.078740157480315 0 0 0 0 0 0 0 0 0 0 0
"massive" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"meaning" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0.189753320683112 0 0 0 0 0 0 0 0 0 0 0 0 0.172711571675302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.189753320683112 0 0 0.23094688221709 0 0 0
"natural" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"near" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357313006193425 0 0 0 0 0.078740157480315 0 0 0 0 0 0 0 0 0 0 0
"net" 0 0 0 0 0 0 0 0 0 0 0.421940928270042 0 0 0 0 0 0 0.0325097529258778 0 0 0 0.172711571675302 0 0 0 0 0 0 0 0 0 0 0 0 0.543478260869565 0 0 0.315457413249211 0 0 0 0.137362637362637 0 0.23094688221709 0 0 0
"next" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0.0357313006193425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nugget" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"overhead" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"past" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357313006193425 0 0 0 0 0 0 0 0 0.478468899521531 0 0 0 0 0 0 0
"phuce" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"players" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.470588235294118 0 0 0 0 0.1 0 0 0 0 0 0 0 0.078740157480315 0 0 0 0 0 0 0 0 0 0 0
"present" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.47244094488189 0 0 0 0 0 0 0 0 0.204918032786885 0 0
"previously" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.172711571675302 0.235294117647059 0 0.141843971631206 0 0.141843971631206 0.1 0 0 0 0 0 0 0 0 0.238095238095238 0 0 0 0 0 0 0 0 0 0
"process" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0.0664010624169987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00595521676989042 0 0 0 0 0 0 0 0 0 0 0.137362637362637 0 0 0.204918032786885 0 0
"project" 0 0 0 0 0 0 0 3.17460317460317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.956937799043062 0 0 1.06382978723404 0 0 0 0
"property" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.551181102362205 0 0 0 0 0 0 0 0 0 0 0
"reading" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0650195058517555 0 0 0.20703933747412 0 0 0 0 0 0 0 0 0.591715976331361 0.00595521676989042 0 0 0 0 0 0.238095238095238 0 0.20703933747412 0 0 0 0 0 0 0 0
"reset" 0 0 0 0 0 0 0 0 0 0.0664010624169987 0 0.638297872340426 0 0 0 0 0 0.0975292587776333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rest" 0 0.297619047619048 0 0 0 0 0 0 0 0.0664010624169987 0 0 0 0 0 0 0 0 0 0 0 0.172711571675302 0 0 0 0 0 0.1 0 0 0.0119104335397808 0 0 0 0 0 0 0 0 0 0 0 0 0.23094688221709 0 0 0
"resulting" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0.0664010624169987 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0.141843971631206 0 0 0 0 0 0.00595521676989042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rises" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ruby" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357313006193425 0 0 0 0 0 0 0 0 0 0 0 1.06382978723404 0 0 0 0
"search" 0 0 0 0 0 0 0 0 0 0.0664010624169987 0 0 0 0 0 0.2 0 0 0 0.31055900621118 0 0 0 0 0.141843971631206 0 0.0709219858156028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.274725274725275 0 0 0 0 0
"seem" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0.0357313006193425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"shelf" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"shoes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"similar" 0 0 0 0 0 0 0 0 0 0.132802124833997 0 0 0 0 0 0.2 0 0.0325097529258778 0 0 0 0 0 0 0.141843971631206 0 0 0 0 0 0.0119104335397808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"site" 0 0.297619047619048 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0 0 0 0 0 0 0 0 0.0975292587776333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"slugs" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"someone" 0.5 0 0 0 0 0 0 0 0 0.132802124833997 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0178656503096713 0 0 0 0 0 0 0 0 0 0 0 0 0 0.204918032786885 0 0
"soon" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0 0 0 0 0 0.29940119760479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0178656503096713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"specify" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0 0 0.212765957446809 0 0 0 0.2 0 0 0 0 0 0 0 0 0.141843971631206 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"started" 0 0 0 0 0 0 0 0 0 0 0 0 0.209643605870021 0 0 0 0 0.0650195058517555 0 0 0.20703933747412 0 0 0 0 0 0.0709219858156028 0 0 0 0 0 0 0 0 0 0 0 0.20703933747412 0 0 0 0 0 0.204918032786885 0 0
"status" 0 0 0.133511348464619 0.130890052356021 0.130890052356021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00595521676989042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"subroutines" 0 0 0 0 0 0 0 0 0 0.0664010624169987 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0.283687943262411 0 0 0.1 0 0 0 0 0 0 0 0 0.238095238095238 0 0 0 0 0 0 0 0 0 0
"surface" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357313006193425 0 0 0 0 0.078740157480315 0 0 0 0 0 0 0 0 0 0 0
"test" 0 0 0 0 0 0 0.65359477124183 0 0 0.0664010624169987 0 0 0 0 0 0 0 0.0325097529258778 0 0.31055900621118 0 0 0 0 0 0 0.0709219858156028 0 0 0 0 0 0 0 0 0 0 0 0 0.478468899521531 0 0 0 0 0 0.462962962962963 0
"thick" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"think" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.235294117647059 0 0 0 0.0709219858156028 0.1 0 0 0.0238208670795617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tunnel" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"twopit" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"unknown" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0 0 0 0 0 0 0 0 0 0 0 0.0650195058517555 0.543478260869565 0 0 0 0 0 0 0 0 0 0 0 0.00595521676989042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"valley" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"various" 0 0 0 0 0 0 0 0 0 0 0.421940928270042 0.212765957446809 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0178656503096713 0 0 0 0 0.078740157480315 0 0 0 0 0 0.137362637362637 0 0 0 0 0
"vms" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.31055900621118 0 0 0 0 0 0 0.283687943262411 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.137362637362637 0 0 0 0 0
"wav" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.227568270481144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"within" 0 0 0.0667556742323097 0.0654450261780105 0.0654450261780105 0 0.65359477124183 0 0 0 0 0 0 0 0 0 0 0.0325097529258778 0 0 0 0 0 0 0 0 0.0709219858156028 0 0 0 0.00595521676989042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"wrought" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041686517389233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ac" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.172711571675302 0.235294117647059 0 0.141843971631206 0.25706940874036 0.0709219858156028 0 0 0 0 0 0 0 0 0.078740157480315 0 0 0 0 0 0 0 0 0 0 0
"adventurers" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.20703933747412 0 0 0 0 0 0 0 0 0 0.0178656503096713 0 0 0 0 0 0 0 0.20703933747412 0 0 0.137362637362637 0 0 0 0 0
"ago" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.345423143350604 0 0 0 0 0 0 0 0 0.0119104335397808 0 0 0 0 0 0 0 0 0 0 0 0 0.46189376443418 0 0 0
"agt" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.9585798816568 0 0 0 0 0 0.078740157480315 0 0 0 0 0 0 0 0 0 0 0
"ansi" 0 0 0.133511348464619 0.130890052356021 0.130890052356021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"answer" 0 0 0 0 0 0.249376558603491 0 0 0 0 0 0 0 0 0.29940119760479 0 0 0.0650195058517555 0 0 0 0 0 0 0 0 0 0 0 0 0.00595521676989042 0 0 0 0.543478260869565 0 0 0 0 0 0 0 0 0 0 0 0
"anyway" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.235294117647059 0 0 0 0.0709219858156028 0 0 0 0.0178656503096713 0 0 0.613496932515337 0 0 0 0 0 0 0 0 0 0 0 0 0
"argument" 0 0 0.133511348464619 0.130890052356021 0.130890052356021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"arrays" 0 0 0 0 0 0 0 0 0 0.132802124833997 0 0 0.838574423480084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ask" 0 0 0 0 0 0 0 0 0 0.132802124833997 0 0 0 0 0 0 0 0.0325097529258778 0 0 0 0 0 0 0 0 0 0.1 0 0 0.0119104335397808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ball" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357313006193425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"beautiful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357313006193425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bed" 0 0 0 0 0 0 0 0 0.189753320683112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0238208670795617 0 0 0 0 0 0 0 0 0 0.189753320683112 0 0 0 0 0 0
"beginning" 0 0 0 0 0 0 0 0 0 0.132802124833997 0 0.212765957446809 0 0 0 0 0 0 0 0 0.20703933747412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.238095238095238 0 0.20703933747412 0 0 0 0 0 0 0 0
"behaviour" 0 0 0.133511348464619 0.130890052356021 0.130890052356021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"beside" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357313006193425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bob" 0 0 0 0 0 0 0.65359477124183 0 0.189753320683112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0.189753320683112 0 0 0 0 0 0
"breath" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0325097529258778 0 0 0 0 0 0 0 0 0 0 0 0 0.0297760838494521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ca" 0 0 0 0 0 0.249376558603491 0 0 0 0 0 0 0.209643605870021 0 0 0.2 0 0.0650195058517555 0 0 0 0 0 0 0.141843971631206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"catch" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0297760838494521 0 0 0 0 0.078740157480315 0 0 0 0 0 0 0 0 0 0 0
"chimney" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357313006193425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cliff" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357313006193425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"club" 0 0 0 0 0 0 0 0 0 0 0.421940928270042 0 0 0 0 0 0 0.130039011703511 0 0 0 0 0 0 0 0 0 0 0 0 0.00595521676989042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"compact" 0 0 0.133511348464619 0.130890052356021 0.130890052356021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
